Province,County,District,Year,Month,0-11 Under-WT,0-11 Totals,12-35 Under-WT,12-35 Totals,36-59 Under- WT,36-59 Totals,TOTAL UNDER-WEIGHTS,Grand Total Weighings,KWAR,MAR,OTHERS,CONSTANT /FALTERING ,Malnourished,NEW child clinic records,Total Clinc Att,%Kwash,%Mar,%Others,% UNDERWEIGHT,NO.REPORTED,TOTAL NO. OF H. FACILITIES,REPORTING RATE%,DATE RECEIVED,AGE GROUP,POP,GMP TARGETS,%TARGETS,POP.PROJECTION
Coast,Kilifi,Kilifi,2002,January,1339,10316,923,2398,151,773,2413,13487,28,30,60,136,254,,16933,0.2%,0.2%,0.4%,17.9,,,,,,,,,
Coast,Kilifi,Kilifi,2002,February,1349,9755,798,2034,162,722,2309,12511,71,54,25,113,263,,15675,0.5%,0.3%,0.2%,18.5,,,,,,,,,
Coast,Kilifi,Kilifi,2002,March,1437,10210,577,1895,45,242,2059,12347,37,13,24,83,157,,15143,0.2%,0.1%,0.2%,16.7,,,,,,,,,
Coast,Kilifi,Kilifi,2002,April,1843,11028,673,2626,79,404,2595,14058,49,28,28,204,309,,16524,0.3%,0.2%,0.2%,18.5,,,,,,,,,
Coast,Kilifi,Kilifi,2002,May,1673,10663,824,2679,109,471,2606,13813,18,83,45,125,271,,16237,0.1%,0.5%,0.3%,18.9,,,,,,,,,
Coast,Kilifi,Kilifi,2002,June,1182,9265,583,2255,119,988,1884,12508,25,24,39,123,211,,14829,0.2%,0.2%,0.3%,15.1,,,,,,,,,
Coast,Kilifi,Kilifi,2002,July,1860,11302,478,2364,108,648,2446,14314,44,33,42,163,282,,16994,0.3%,0.2%,0.2%,17.1,,,,,,,,,
Coast,Kilifi,Kilifi,2002,August,1605,11993,601,2850,64,551,2270,15394,40,39,79,138,296,,17388,0.2%,0.2%,0.5%,14.7,,,,,,,,,
Coast,Kilifi,Kilifi,2002,September,1227,11060,503,2227,71,559,1801,13846,30,18,48,108,204,,17064,0.2%,0.1%,0.3%,13.0,,,,,,,,,
Coast,Kilifi,Kilifi,2002,October,1381,11749,507,2253,88,644,1976,14646,20,37,60,180,297,,16429,0.1%,0.2%,0.4%,13.5,,,,,,,,,
Coast,Kilifi,Kilifi,2002,November,935,9945,566,2629,86,806,1587,13380,25,13,47,101,186,,14595,0.2%,0.1%,0.3%,11.9,,,,,,,,,
Coast,Kilifi,Kilifi,2002,December,1076,9693,498,2160,60,511,1634,12364,36,17,32,219,304,,14701,0.2%,0.1%,0.2%,13.2,,,,,,,,,
Coast,Kilifi,Kilifi,2003,January,1300,13392,675,2671,101,945,2076,17008,26,10,69,133,238,,,,,,12.2,,,,,,,,,
Coast,Kilifi,Kilifi,2003,February,1402,11240,730,2936,131,915,2263,15091,19,29,13,219,280,,,,,,15.0,,,,,,,,,
Coast,Kilifi,Kilifi,2003,March,1321,12565,800,2778,99,692,2220,16035,19,47,29,226,321,,,,,,13.8,,,,,,,,,
Coast,Kilifi,Kilifi,2003,April,992,10191,590,2438,85,647,1667,13276,9,32,78,124,243,,,,,,12.6,,,,,,,,,
Coast,Kilifi,Kilifi,2003,May,956,11295,734,2815,73,1279,1763,15389,13,23,2,85,123,,,,,,11.5,,,,,,,,,
Coast,Kilifi,Kilifi,2003,June,1024,12174,543,2691,81,796,1648,15661,28,52,28,85,193,,,,,,10.5,,,,,,,,,
Coast,Kilifi,Kilifi,2003,July,979,13504,665,3232,124,1116,1768,17852,36,18,41,109,204,,,,,,9.9,,,,,,,,,
Coast,Kilifi,Kilifi,2003,August,949,12764,640,3234,99,714,1688,16712,29,17,48,75,169,,,,,,10.1,,,,,,,,,
Coast,Kilifi,Kilifi,2003,September,890,13296,605,2887,110,739,1605,16922,35,36,41,124,236,,,,,,9.5,,,,,,,,,
Coast,Kilifi,Kilifi,2003,October,758,13968,578,2955,120,775,1456,17698,22,69,68,142,301,,,,,,8.2,,,,,,,,,
Coast,Kilifi,Kilifi,2003,November,719,12672,464,2747,85,811,1268,16230,10,28,84,181,303,,,,,,7.8,,,,,,,,,
Coast,Kilifi,Kilifi,2003,December,801,12704,512,2285,118,686,1431,15675,13,10,46,78,147,,,,,,9.1,,,,,,,,,
Coast,Kilifi,Kilifi,2004,January,789,12132,547,2446,121,634,1457,15212,34,30,58,68,190,1711,16347,0.2%,0.2%,0.4%,9.6,,,,,,,,,
Coast,Kilifi,Kilifi,2004,February,791,12663,571,2695,74,583,1436,15941,34,31,104,107,276,1623,16698,0.2%,0.2%,0.6%,9.0,,,,,,,,,
Coast,Kilifi,Kilifi,2004,March,838,12339,570,2818,99,707,1507,15864,12,17,54,71,154,2043,17499,0.1%,0.1%,0.3%,9.5,,,,,,,,,
Coast,Kilifi,Kilifi,2004,April,857,12256,511,2586,119,675,1487,15517,18,60,38,245,361,2343,17433,0.1%,0.3%,0.2%,9.6,,,,,,,,,
Coast,Kilifi,Kilifi,2004,May,1080,12653,716,3073,171,722,1967,16448,52,122,78,145,397,2502,18093,0.3%,0.7%,0.4%,12.0,,,,,,,,,
Coast,Kilifi,Kilifi,2004,June,798,12859,589,2980,142,806,1529,16645,43,82,51,72,248,2067,17946,0.2%,0.5%,0.3%,9.2,,,,,,,,,
Coast,Kilifi,Kilifi,2004,July,800,14229,575,2471,109,664,1484,17364,25,75,24,123,247,2609,19259,0.1%,0.4%,0.1%,8.5,,,,,,,,,
Coast,Kilifi,Kilifi,2004,August,1209,14495,865,4175,156,1097,2230,19767,,,,,,,,,,,11.3,,,,,,,,,
Coast,Kilifi,Kilifi,2004,September,740,13720,715,3646,157,968,1612,18334,19,141,71,187,418,1523,0,,,,8.8,,,,,,,,,
Coast,Kilifi,Kilifi,2004,October,897,12561,763,3740,137,1225,1797,17526,13,94,54,64,225,1842,0,,,,10.3,,,,,,,,,
Coast,Kilifi,Kilifi,2004,November,950,14837,708,3815,180,1018,1838,19670,30,121,95,168,414,1651,0,,,,9.3,,,,,,,,,
Coast,Kilifi,Kilifi,2004,December,758,12656,674,3217,182,1054,1614,16927,30,253,86,318,687,1161,0,,,,9.5,,,,,,,,,
Coast,Kilifi,Kilifi,2005,January,979,14641,931,3781,248,1312,2158,19734,26,137,94,133,390,1677,19734,0.1%,0.7%,0.5%,10.9,,,,,,,,,
Coast,Kilifi,Kilifi,2005,February,863,13362,808,3466,226,822,1897,17650,31,131,401,359,922,1281,17650,0.2%,0.7%,2.3%,10.7,,,,,,,,,
Coast,Kilifi,Kilifi,2005,March,817,14262,734,3095,249,625,1800,17982,19,187,70,236,512,1631,17982,0.1%,1.0%,0.4%,10.0,,,,,,,,,
Coast,Kilifi,Kilifi,2005,April,783,13761,802,3751,170,735,1755,18247,27,137,65,226,455,5563,18247,0.1%,0.8%,0.4%,9.6,,,,,,,,,
Coast,Kilifi,Kilifi,2005,May,604,13261,490,2541,217,738,1311,16540,31,58,100,279,468,2526,16540,0.2%,0.4%,0.6%,7.9,,,,,,,,,
Coast,Kilifi,Kilifi,2005,June,674,14286,677,3295,119,704,1470,18285,13,161,26,101,301,2113,15389,0.1%,1.0%,0.2%,8.0,,,,,,,,,
Coast,Kilifi,Kilifi,2005,July,873,13863,666,3824,163,1008,1702,18695,26,199,107,220,552,4008,18695,0.1%,1.1%,0.6%,9.1,,,,,,,,,
Coast,Kilifi,Kilifi,2005,August,652,15542,547,3766,121,666,1320,19974,12,70,63,252,397,2819,19974,0.1%,0.4%,0.3%,6.6,,,,,,,,,
Coast,Kilifi,Kilifi,2005,September,715,15417,600,3821,152,1154,1467,20392,13,91,58,94,256,1896,20392,0.1%,0.4%,0.3%,7.2,,,,,,,,,
Coast,Kilifi,Kilifi,2005,October,551,14350,452,3096,108,718,1111,18164,17,56,64,215,352,2116,18164,0.1%,0.3%,0.4%,6.1,,,,,,,,,
Coast,Kilifi,Kilifi,2005,November,476,13476,633,3841,145,997,1254,18314,15,87,55,134,291,2308,18314,0.1%,0.5%,0.3%,6.8,,,,,,,,,
Coast,Kilifi,Kilifi,2005,December,595,15419,620,3386,142,867,1357,19672,9,102,60,95,266,2258,220753,0.0%,0.0%,0.0%,6.9,,,,,,,,,
Coast,Kilifi,Kilifi,2006,April,452,14014,500,2937,189,725,1141,17676,12,52,84,135,283,2748,17676,0.1%,0.3%,0.5%,6.5,,,,,,,,,
Coast,Kilifi,Kilifi,2006,August,501,14176,631,3532,192,957,1324,18665,30,225,66,115,436,2009,18665,0.2%,1.2%,0.4%,7.1,,,,,,,,,
